Usuario,Cod. Grupo,Programa,Grupo de Usuários e descrição
01-fabrioli,1,bas_pais,1      001 - Matriz
01-fabrioli,1,bas_palavra_chave,1      001 - Matriz
01-fabrioli,1,BL3000,1      001 - Matriz
01-fabrioli,1,btb010aa,1      001 - Matriz
01-fabrioli,1,btb100aa,1      001 - Matriz
01-fabrioli,1,cc0504,1      001 - Matriz
01-fabrioli,1,cc0504a,1      001 - Matriz
01-fabrioli,1,cc0504b,1      001 - Matriz
01-fabrioli,1,cc0504c,1      001 - Matriz
01-fabrioli,1,cc0504d,1      001 - Matriz
01-fabrioli,1,cd0030,1      001 - Matriz
01-fabrioli,1,cd0181,1      001 - Matriz
01-fabrioli,1,cd0182,1      001 - Matriz
01-fabrioli,1,cd0330,1      001 - Matriz
01-fabrioli,1,CD0999,1      001 - Matriz
01-fabrioli,1,ce0206,1      001 - Matriz
01-fabrioli,1,ce0419,1      001 - Matriz
01-fabrioli,1,crm3001,1      001 - Matriz
01-fabrioli,1,ecd1017,1      001 - Matriz
01-fabrioli,1,ees3001,1      001 - Matriz
01-fabrioli,1,esacr3012,1      001 - Matriz
01-fabrioli,1,eslf003,1      001 - Matriz
01-fabrioli,1,espd4050,1      001 - Matriz
01-fabrioli,1,html-for.forecast,1      001 - Matriz
01-fabrioli,1,html-rmf.recMuniFix,1      001 - Matriz
01-fabrioli,1,spre102,1      001 - Matriz
01-fabrioli,1,Z01UN006,1      001 - Matriz
01-fabrioli,1,z02un007,1      001 - Matriz
01-farinha,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-farinha,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-farinha,1,bas_pais,1      001 - Matriz
01-farinha,1,bas_palavra_chave,1      001 - Matriz
01-farinha,1,BL3000,1      001 - Matriz
01-farinha,1,btb010aa,1      001 - Matriz
01-farinha,1,btb100aa,1      001 - Matriz
01-farinha,1,cc0504,1      001 - Matriz
01-farinha,1,cc0504a,1      001 - Matriz
01-farinha,1,cc0504b,1      001 - Matriz
01-farinha,1,cc0504c,1      001 - Matriz
01-farinha,1,cc0504d,1      001 - Matriz
01-farinha,1,cd0030,1      001 - Matriz
01-farinha,1,cd0181,1      001 - Matriz
01-farinha,1,cd0182,1      001 - Matriz
01-farinha,1,cd0330,1      001 - Matriz
01-farinha,1,CD0999,1      001 - Matriz
01-farinha,1,ce0206,1      001 - Matriz
01-farinha,1,ce0419,1      001 - Matriz
01-farinha,1,crm3001,1      001 - Matriz
01-farinha,1,ecd1017,1      001 - Matriz
01-farinha,1,ees3001,1      001 - Matriz
01-farinha,1,esacr3012,1      001 - Matriz
01-farinha,1,eslf003,1      001 - Matriz
01-farinha,1,espd4050,1      001 - Matriz
01-farinha,1,html-for.forecast,1      001 - Matriz
01-farinha,1,html-rmf.recMuniFix,1      001 - Matriz
01-farinha,1,spre102,1      001 - Matriz
01-farinha,1,Z01UN006,1      001 - Matriz
01-farinha,1,z02un007,1      001 - Matriz
01-FELICIANO,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-FELICIANO,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-FELICIANO,1,bas_pais,1      001 - Matriz
01-FELICIANO,1,bas_palavra_chave,1      001 - Matriz
01-FELICIANO,1,BL3000,1      001 - Matriz
01-FELICIANO,1,btb010aa,1      001 - Matriz
01-FELICIANO,1,btb100aa,1      001 - Matriz
01-FELICIANO,1,cc0504,1      001 - Matriz
01-FELICIANO,1,cc0504a,1      001 - Matriz
01-FELICIANO,1,cc0504b,1      001 - Matriz
01-FELICIANO,1,cc0504c,1      001 - Matriz
01-FELICIANO,1,cc0504d,1      001 - Matriz
01-FELICIANO,1,cd0030,1      001 - Matriz
01-FELICIANO,1,cd0181,1      001 - Matriz
01-FELICIANO,1,cd0182,1      001 - Matriz
01-FELICIANO,1,cd0330,1      001 - Matriz
01-FELICIANO,1,CD0999,1      001 - Matriz
01-FELICIANO,1,ce0206,1      001 - Matriz
01-FELICIANO,1,ce0419,1      001 - Matriz
01-FELICIANO,1,crm3001,1      001 - Matriz
01-FELICIANO,1,ecd1017,1      001 - Matriz
01-FELICIANO,1,ees3001,1      001 - Matriz
01-FELICIANO,1,esacr3012,1      001 - Matriz
01-FELICIANO,1,eslf003,1      001 - Matriz
01-FELICIANO,1,espd4050,1      001 - Matriz
01-FELICIANO,1,html-for.forecast,1      001 - Matriz
01-FELICIANO,1,html-rmf.recMuniFix,1      001 - Matriz
01-FELICIANO,1,spre102,1      001 - Matriz
01-FELICIANO,1,Z01UN006,1      001 - Matriz
01-FELICIANO,1,z02un007,1      001 - Matriz
01-felipe,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-felipe,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-felipe,1,bas_pais,1      001 - Matriz
01-felipe,1,bas_palavra_chave,1      001 - Matriz
01-felipe,1,BL3000,1      001 - Matriz
01-felipe,1,btb010aa,1      001 - Matriz
01-felipe,1,btb100aa,1      001 - Matriz
01-felipe,1,cc0504,1      001 - Matriz
01-felipe,1,cc0504a,1      001 - Matriz
01-felipe,1,cc0504b,1      001 - Matriz
01-felipe,1,cc0504c,1      001 - Matriz
01-felipe,1,cc0504d,1      001 - Matriz
01-felipe,1,cd0030,1      001 - Matriz
01-felipe,1,cd0181,1      001 - Matriz
01-felipe,1,cd0182,1      001 - Matriz
01-felipe,1,cd0330,1      001 - Matriz
01-felipe,1,CD0999,1      001 - Matriz
01-felipe,1,ce0206,1      001 - Matriz
01-felipe,1,ce0419,1      001 - Matriz
01-felipe,1,crm3001,1      001 - Matriz
01-felipe,1,ecd1017,1      001 - Matriz
01-felipe,1,ees3001,1      001 - Matriz
01-felipe,1,esacr3012,1      001 - Matriz
01-felipe,1,eslf003,1      001 - Matriz
01-felipe,1,espd4050,1      001 - Matriz
01-felipe,1,html-for.forecast,1      001 - Matriz
01-felipe,1,html-rmf.recMuniFix,1      001 - Matriz
01-felipe,1,spre102,1      001 - Matriz
01-felipe,1,Z01UN006,1      001 - Matriz
01-felipe,1,z02un007,1      001 - Matriz
01-fellipe,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-fellipe,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-fellipe,1,bas_pais,1      001 - Matriz
01-fellipe,1,bas_palavra_chave,1      001 - Matriz
01-fellipe,1,BL3000,1      001 - Matriz
01-fellipe,1,btb010aa,1      001 - Matriz
01-fellipe,1,btb100aa,1      001 - Matriz
01-fellipe,1,cc0504,1      001 - Matriz
01-fellipe,1,cc0504a,1      001 - Matriz
01-fellipe,1,cc0504b,1      001 - Matriz
01-fellipe,1,cc0504c,1      001 - Matriz
01-fellipe,1,cc0504d,1      001 - Matriz
01-fellipe,1,cd0030,1      001 - Matriz
01-fellipe,1,cd0181,1      001 - Matriz
01-fellipe,1,cd0182,1      001 - Matriz
01-fellipe,1,cd0330,1      001 - Matriz
01-fellipe,1,CD0999,1      001 - Matriz
01-fellipe,1,ce0206,1      001 - Matriz
01-fellipe,1,ce0419,1      001 - Matriz
01-fellipe,1,crm3001,1      001 - Matriz
01-fellipe,1,ecd1017,1      001 - Matriz
01-fellipe,1,ees3001,1      001 - Matriz
01-fellipe,1,esacr3012,1      001 - Matriz
01-fellipe,1,eslf003,1      001 - Matriz
01-fellipe,1,espd4050,1      001 - Matriz
01-fellipe,1,html-for.forecast,1      001 - Matriz
01-fellipe,1,html-rmf.recMuniFix,1      001 - Matriz
01-fellipe,1,spre102,1      001 - Matriz
01-fellipe,1,Z01UN006,1      001 - Matriz
01-fellipe,1,z02un007,1      001 - Matriz
01-ferrareto,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-ferrareto,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-ferrareto,1,bas_pais,1      001 - Matriz
01-ferrareto,1,bas_palavra_chave,1      001 - Matriz
01-ferrareto,1,BL3000,1      001 - Matriz
01-ferrareto,1,btb010aa,1      001 - Matriz
01-ferrareto,1,btb100aa,1      001 - Matriz
01-ferrareto,1,cc0504,1      001 - Matriz
01-ferrareto,1,cc0504a,1      001 - Matriz
01-ferrareto,1,cc0504b,1      001 - Matriz
01-ferrareto,1,cc0504c,1      001 - Matriz
01-ferrareto,1,cc0504d,1      001 - Matriz
01-ferrareto,1,cd0030,1      001 - Matriz
01-ferrareto,1,cd0181,1      001 - Matriz
01-ferrareto,1,cd0182,1      001 - Matriz
01-ferrareto,1,cd0330,1      001 - Matriz
01-ferrareto,1,CD0999,1      001 - Matriz
01-ferrareto,1,ce0206,1      001 - Matriz
01-ferrareto,1,ce0419,1      001 - Matriz
01-ferrareto,1,crm3001,1      001 - Matriz
01-ferrareto,1,ecd1017,1      001 - Matriz
01-ferrareto,1,ees3001,1      001 - Matriz
01-ferrareto,1,esacr3012,1      001 - Matriz
01-ferrareto,1,eslf003,1      001 - Matriz
01-ferrareto,1,espd4050,1      001 - Matriz
01-ferrareto,1,html-for.forecast,1      001 - Matriz
01-ferrareto,1,html-rmf.recMuniFix,1      001 - Matriz
01-ferrareto,1,spre102,1      001 - Matriz
01-ferrareto,1,Z01UN006,1      001 - Matriz
01-ferrareto,1,z02un007,1      001 - Matriz
01-ferreira,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-ferreira,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-ferreira,1,bas_pais,1      001 - Matriz
01-ferreira,1,bas_palavra_chave,1      001 - Matriz
01-ferreira,1,BL3000,1      001 - Matriz
01-ferreira,1,btb010aa,1      001 - Matriz
01-ferreira,1,btb100aa,1      001 - Matriz
01-ferreira,1,cc0504,1      001 - Matriz
01-ferreira,1,cc0504a,1      001 - Matriz
01-ferreira,1,cc0504b,1      001 - Matriz
01-ferreira,1,cc0504c,1      001 - Matriz
01-ferreira,1,cc0504d,1      001 - Matriz
01-ferreira,1,cd0030,1      001 - Matriz
01-ferreira,1,cd0181,1      001 - Matriz
01-ferreira,1,cd0182,1      001 - Matriz
01-ferreira,1,cd0330,1      001 - Matriz
01-ferreira,1,CD0999,1      001 - Matriz
01-ferreira,1,ce0206,1      001 - Matriz
01-ferreira,1,ce0419,1      001 - Matriz
01-ferreira,1,crm3001,1      001 - Matriz
01-ferreira,1,ecd1017,1      001 - Matriz
01-ferreira,1,ees3001,1      001 - Matriz
01-ferreira,1,esacr3012,1      001 - Matriz
01-ferreira,1,eslf003,1      001 - Matriz
01-ferreira,1,espd4050,1      001 - Matriz
01-ferreira,1,html-for.forecast,1      001 - Matriz
01-ferreira,1,html-rmf.recMuniFix,1      001 - Matriz
01-ferreira,1,spre102,1      001 - Matriz
01-ferreira,1,Z01UN006,1      001 - Matriz
01-ferreira,1,z02un007,1      001 - Matriz
01-filho,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-filho,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-filho,1,bas_pais,1      001 - Matriz
01-filho,1,bas_palavra_chave,1      001 - Matriz
01-filho,1,BL3000,1      001 - Matriz
01-filho,1,btb010aa,1      001 - Matriz
01-filho,1,btb100aa,1      001 - Matriz
01-filho,1,cc0504,1      001 - Matriz
01-filho,1,cc0504a,1      001 - Matriz
01-filho,1,cc0504b,1      001 - Matriz
01-filho,1,cc0504c,1      001 - Matriz
01-filho,1,cc0504d,1      001 - Matriz
01-filho,1,cd0030,1      001 - Matriz
01-filho,1,cd0181,1      001 - Matriz
01-filho,1,cd0182,1      001 - Matriz
01-filho,1,cd0330,1      001 - Matriz
01-filho,1,CD0999,1      001 - Matriz
01-filho,1,ce0206,1      001 - Matriz
01-filho,1,ce0419,1      001 - Matriz
01-filho,1,crm3001,1      001 - Matriz
01-filho,1,ecd1017,1      001 - Matriz
01-filho,1,ees3001,1      001 - Matriz
01-filho,1,esacr3012,1      001 - Matriz
01-filho,1,eslf003,1      001 - Matriz
01-filho,1,espd4050,1      001 - Matriz
01-filho,1,html-for.forecast,1      001 - Matriz
01-filho,1,html-rmf.recMuniFix,1      001 - Matriz
01-filho,1,spre102,1      001 - Matriz
01-filho,1,Z01UN006,1      001 - Matriz
01-filho,1,z02un007,1      001 - Matriz
01-flasilva,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-flasilva,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-flasilva,1,bas_pais,1      001 - Matriz
01-flasilva,1,bas_palavra_chave,1      001 - Matriz
01-flasilva,1,BL3000,1      001 - Matriz
01-flasilva,1,btb010aa,1      001 - Matriz
01-flasilva,1,btb100aa,1      001 - Matriz
01-flasilva,1,cc0504,1      001 - Matriz
01-flasilva,1,cc0504a,1      001 - Matriz
01-flasilva,1,cc0504b,1      001 - Matriz
01-flasilva,1,cc0504c,1      001 - Matriz
01-flasilva,1,cc0504d,1      001 - Matriz
01-flasilva,1,cd0030,1      001 - Matriz
01-flasilva,1,cd0181,1      001 - Matriz
01-flasilva,1,cd0182,1      001 - Matriz
01-flasilva,1,cd0330,1      001 - Matriz
01-flasilva,1,CD0999,1      001 - Matriz
01-flasilva,1,ce0206,1      001 - Matriz
01-flasilva,1,ce0419,1      001 - Matriz
01-flasilva,1,crm3001,1      001 - Matriz
01-flasilva,1,ecd1017,1      001 - Matriz
01-flasilva,1,ees3001,1      001 - Matriz
01-flasilva,1,esacr3012,1      001 - Matriz
01-flasilva,1,eslf003,1      001 - Matriz
01-flasilva,1,espd4050,1      001 - Matriz
01-flasilva,1,html-for.forecast,1      001 - Matriz
01-flasilva,1,html-rmf.recMuniFix,1      001 - Matriz
01-flasilva,1,spre102,1      001 - Matriz
01-flasilva,1,Z01UN006,1      001 - Matriz
01-flasilva,1,z02un007,1      001 - Matriz
01-FLAVIA,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-FLAVIA,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-FLAVIA,1,bas_pais,1      001 - Matriz
01-FLAVIA,1,bas_palavra_chave,1      001 - Matriz
01-FLAVIA,1,BL3000,1      001 - Matriz
01-FLAVIA,1,btb010aa,1      001 - Matriz
01-FLAVIA,1,btb100aa,1      001 - Matriz
01-FLAVIA,1,cc0504,1      001 - Matriz
01-FLAVIA,1,cc0504a,1      001 - Matriz
01-FLAVIA,1,cc0504b,1      001 - Matriz
01-FLAVIA,1,cc0504c,1      001 - Matriz
01-FLAVIA,1,cc0504d,1      001 - Matriz
01-FLAVIA,1,cd0030,1      001 - Matriz
01-FLAVIA,1,cd0181,1      001 - Matriz
01-FLAVIA,1,cd0182,1      001 - Matriz
01-FLAVIA,1,cd0330,1      001 - Matriz
01-FLAVIA,1,CD0999,1      001 - Matriz
01-FLAVIA,1,ce0206,1      001 - Matriz
01-FLAVIA,1,ce0419,1      001 - Matriz
01-FLAVIA,1,crm3001,1      001 - Matriz
01-FLAVIA,1,ecd1017,1      001 - Matriz
01-FLAVIA,1,ees3001,1      001 - Matriz
01-FLAVIA,1,esacr3012,1      001 - Matriz
01-FLAVIA,1,eslf003,1      001 - Matriz
01-FLAVIA,1,espd4050,1      001 - Matriz
01-FLAVIA,1,html-for.forecast,1      001 - Matriz
01-FLAVIA,1,html-rmf.recMuniFix,1      001 - Matriz
01-FLAVIA,1,spre102,1      001 - Matriz
01-FLAVIA,1,Z01UN006,1      001 - Matriz
01-FLAVIA,1,z02un007,1      001 - Matriz
01-francisco,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-francisco,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-francisco,1,bas_pais,1      001 - Matriz
01-francisco,1,bas_palavra_chave,1      001 - Matriz
01-francisco,1,BL3000,1      001 - Matriz
01-francisco,1,btb010aa,1      001 - Matriz
01-francisco,1,btb100aa,1      001 - Matriz
01-francisco,1,cc0504,1      001 - Matriz
01-francisco,1,cc0504a,1      001 - Matriz
01-francisco,1,cc0504b,1      001 - Matriz
01-francisco,1,cc0504c,1      001 - Matriz
01-francisco,1,cc0504d,1      001 - Matriz
01-francisco,1,cd0030,1      001 - Matriz
01-francisco,1,cd0181,1      001 - Matriz
01-francisco,1,cd0182,1      001 - Matriz
01-francisco,1,cd0330,1      001 - Matriz
01-francisco,1,CD0999,1      001 - Matriz
01-francisco,1,ce0206,1      001 - Matriz
01-francisco,1,ce0419,1      001 - Matriz
01-francisco,1,crm3001,1      001 - Matriz
01-francisco,1,ecd1017,1      001 - Matriz
01-francisco,1,ees3001,1      001 - Matriz
01-francisco,1,esacr3012,1      001 - Matriz
01-francisco,1,eslf003,1      001 - Matriz
01-francisco,1,espd4050,1      001 - Matriz
01-francisco,1,html-for.forecast,1      001 - Matriz
01-francisco,1,html-rmf.recMuniFix,1      001 - Matriz
01-francisco,1,spre102,1      001 - Matriz
01-francisco,1,Z01UN006,1      001 - Matriz
01-francisco,1,z02un007,1      001 - Matriz
01-frank,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-frank,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-frank,1,bas_pais,1      001 - Matriz
01-frank,1,bas_palavra_chave,1      001 - Matriz
01-frank,1,BL3000,1      001 - Matriz
01-frank,1,btb010aa,1      001 - Matriz
01-frank,1,btb100aa,1      001 - Matriz
01-frank,1,cc0504,1      001 - Matriz
01-frank,1,cc0504a,1      001 - Matriz
01-frank,1,cc0504b,1      001 - Matriz
01-frank,1,cc0504c,1      001 - Matriz
01-frank,1,cc0504d,1      001 - Matriz
01-frank,1,cd0030,1      001 - Matriz
01-frank,1,cd0181,1      001 - Matriz
01-frank,1,cd0182,1      001 - Matriz
01-frank,1,cd0330,1      001 - Matriz
01-frank,1,CD0999,1      001 - Matriz
01-frank,1,ce0206,1      001 - Matriz
01-frank,1,ce0419,1      001 - Matriz
01-frank,1,crm3001,1      001 - Matriz
01-frank,1,ecd1017,1      001 - Matriz
01-frank,1,ees3001,1      001 - Matriz
01-frank,1,esacr3012,1      001 - Matriz
01-frank,1,eslf003,1      001 - Matriz
01-frank,1,espd4050,1      001 - Matriz
01-frank,1,html-for.forecast,1      001 - Matriz
01-frank,1,html-rmf.recMuniFix,1      001 - Matriz
01-frank,1,spre102,1      001 - Matriz
01-frank,1,Z01UN006,1      001 - Matriz
01-frank,1,z02un007,1      001 - Matriz
01-fransilva,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-fransilva,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-fransilva,1,bas_pais,1      001 - Matriz
01-fransilva,1,bas_palavra_chave,1      001 - Matriz
01-fransilva,1,BL3000,1      001 - Matriz
01-fransilva,1,btb010aa,1      001 - Matriz
01-fransilva,1,btb100aa,1      001 - Matriz
01-fransilva,1,cc0504,1      001 - Matriz
01-fransilva,1,cc0504a,1      001 - Matriz
01-fransilva,1,cc0504b,1      001 - Matriz
01-fransilva,1,cc0504c,1      001 - Matriz
01-fransilva,1,cc0504d,1      001 - Matriz
01-fransilva,1,cd0030,1      001 - Matriz
01-fransilva,1,cd0181,1      001 - Matriz
01-fransilva,1,cd0182,1      001 - Matriz
01-fransilva,1,cd0330,1      001 - Matriz
01-fransilva,1,CD0999,1      001 - Matriz
01-fransilva,1,ce0206,1      001 - Matriz
01-fransilva,1,ce0419,1      001 - Matriz
01-fransilva,1,crm3001,1      001 - Matriz
01-fransilva,1,ecd1017,1      001 - Matriz
01-fransilva,1,ees3001,1      001 - Matriz
01-fransilva,1,esacr3012,1      001 - Matriz
01-fransilva,1,eslf003,1      001 - Matriz
01-fransilva,1,espd4050,1      001 - Matriz
01-fransilva,1,html-for.forecast,1      001 - Matriz
01-fransilva,1,html-rmf.recMuniFix,1      001 - Matriz
01-fransilva,1,spre102,1      001 - Matriz
01-fransilva,1,Z01UN006,1      001 - Matriz
01-fransilva,1,z02un007,1      001 - Matriz
01-fransouza,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-fransouza,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-fransouza,1,bas_pais,1      001 - Matriz
01-fransouza,1,bas_palavra_chave,1      001 - Matriz
01-fransouza,1,BL3000,1      001 - Matriz
01-fransouza,1,btb010aa,1      001 - Matriz
01-fransouza,1,btb100aa,1      001 - Matriz
01-fransouza,1,cc0504,1      001 - Matriz
01-fransouza,1,cc0504a,1      001 - Matriz
01-fransouza,1,cc0504b,1      001 - Matriz
01-fransouza,1,cc0504c,1      001 - Matriz
01-fransouza,1,cc0504d,1      001 - Matriz
01-fransouza,1,cd0030,1      001 - Matriz
01-fransouza,1,cd0181,1      001 - Matriz
01-fransouza,1,cd0182,1      001 - Matriz
01-fransouza,1,cd0330,1      001 - Matriz
01-fransouza,1,CD0999,1      001 - Matriz
01-fransouza,1,ce0206,1      001 - Matriz
01-fransouza,1,ce0419,1      001 - Matriz
01-fransouza,1,crm3001,1      001 - Matriz
01-fransouza,1,ecd1017,1      001 - Matriz
01-fransouza,1,ees3001,1      001 - Matriz
01-fransouza,1,esacr3012,1      001 - Matriz
01-fransouza,1,eslf003,1      001 - Matriz
01-fransouza,1,espd4050,1      001 - Matriz
01-fransouza,1,html-for.forecast,1      001 - Matriz
01-fransouza,1,html-rmf.recMuniFix,1      001 - Matriz
01-fransouza,1,spre102,1      001 - Matriz
01-fransouza,1,Z01UN006,1      001 - Matriz
01-fransouza,1,z02un007,1      001 - Matriz
01-FSOUZA,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-FSOUZA,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-FSOUZA,1,bas_pais,1      001 - Matriz
01-FSOUZA,1,bas_palavra_chave,1      001 - Matriz
01-FSOUZA,1,BL3000,1      001 - Matriz
01-FSOUZA,1,btb010aa,1      001 - Matriz
01-FSOUZA,1,btb100aa,1      001 - Matriz
01-FSOUZA,1,cc0504,1      001 - Matriz
01-FSOUZA,1,cc0504a,1      001 - Matriz
01-FSOUZA,1,cc0504b,1      001 - Matriz
01-FSOUZA,1,cc0504c,1      001 - Matriz
01-FSOUZA,1,cc0504d,1      001 - Matriz
01-FSOUZA,1,cd0030,1      001 - Matriz
01-FSOUZA,1,cd0181,1      001 - Matriz
01-FSOUZA,1,cd0182,1      001 - Matriz
01-FSOUZA,1,cd0330,1      001 - Matriz
01-FSOUZA,1,CD0999,1      001 - Matriz
01-FSOUZA,1,ce0206,1      001 - Matriz
01-FSOUZA,1,ce0419,1      001 - Matriz
01-FSOUZA,1,crm3001,1      001 - Matriz
01-FSOUZA,1,ecd1017,1      001 - Matriz
01-FSOUZA,1,ees3001,1      001 - Matriz
01-FSOUZA,1,esacr3012,1      001 - Matriz
01-FSOUZA,1,eslf003,1      001 - Matriz
01-FSOUZA,1,espd4050,1      001 - Matriz
01-FSOUZA,1,html-for.forecast,1      001 - Matriz
01-FSOUZA,1,html-rmf.recMuniFix,1      001 - Matriz
01-FSOUZA,1,spre102,1      001 - Matriz
01-FSOUZA,1,Z01UN006,1      001 - Matriz
01-FSOUZA,1,z02un007,1      001 - Matriz
01-fuso,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-fuso,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-fuso,1,bas_pais,1      001 - Matriz
01-fuso,1,bas_palavra_chave,1      001 - Matriz
01-fuso,1,BL3000,1      001 - Matriz
01-fuso,1,btb010aa,1      001 - Matriz
01-fuso,1,btb100aa,1      001 - Matriz
01-fuso,1,cc0504,1      001 - Matriz
01-fuso,1,cc0504a,1      001 - Matriz
01-fuso,1,cc0504b,1      001 - Matriz
01-fuso,1,cc0504c,1      001 - Matriz
01-fuso,1,cc0504d,1      001 - Matriz
01-fuso,1,cd0030,1      001 - Matriz
01-fuso,1,cd0181,1      001 - Matriz
01-fuso,1,cd0182,1      001 - Matriz
01-fuso,1,cd0330,1      001 - Matriz
01-fuso,1,CD0999,1      001 - Matriz
01-fuso,1,ce0206,1      001 - Matriz
01-fuso,1,ce0419,1      001 - Matriz
01-fuso,1,crm3001,1      001 - Matriz
01-fuso,1,ecd1017,1      001 - Matriz
01-fuso,1,ees3001,1      001 - Matriz
01-fuso,1,esacr3012,1      001 - Matriz
01-fuso,1,eslf003,1      001 - Matriz
01-fuso,1,espd4050,1      001 - Matriz
01-fuso,1,html-for.forecast,1      001 - Matriz
01-fuso,1,html-rmf.recMuniFix,1      001 - Matriz
01-fuso,1,spre102,1      001 - Matriz
01-fuso,1,Z01UN006,1      001 - Matriz
01-fuso,1,z02un007,1      001 - Matriz
01-gabriela,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-gabriela,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-gabriela,1,bas_pais,1      001 - Matriz
01-gabriela,1,bas_palavra_chave,1      001 - Matriz
01-gabriela,1,BL3000,1      001 - Matriz
01-gabriela,1,btb010aa,1      001 - Matriz
01-gabriela,1,btb100aa,1      001 - Matriz
01-gabriela,1,cc0504,1      001 - Matriz
01-gabriela,1,cc0504a,1      001 - Matriz
01-gabriela,1,cc0504b,1      001 - Matriz
01-gabriela,1,cc0504c,1      001 - Matriz
01-gabriela,1,cc0504d,1      001 - Matriz
01-gabriela,1,cd0030,1      001 - Matriz
01-gabriela,1,cd0181,1      001 - Matriz
01-gabriela,1,cd0182,1      001 - Matriz
01-gabriela,1,cd0330,1      001 - Matriz
01-gabriela,1,CD0999,1      001 - Matriz
01-gabriela,1,ce0206,1      001 - Matriz
01-gabriela,1,ce0419,1      001 - Matriz
01-gabriela,1,crm3001,1      001 - Matriz
01-gabriela,1,ecd1017,1      001 - Matriz
01-gabriela,1,ees3001,1      001 - Matriz
01-gabriela,1,esacr3012,1      001 - Matriz
01-gabriela,1,eslf003,1      001 - Matriz
01-gabriela,1,espd4050,1      001 - Matriz
01-gabriela,1,html-for.forecast,1      001 - Matriz
01-gabriela,1,html-rmf.recMuniFix,1      001 - Matriz
01-gabriela,1,spre102,1      001 - Matriz
01-gabriela,1,Z01UN006,1      001 - Matriz
01-gabriela,1,z02un007,1      001 - Matriz
01-gabrielle,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-gabrielle,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-gabrielle,1,bas_pais,1      001 - Matriz
01-gabrielle,1,bas_palavra_chave,1      001 - Matriz
01-gabrielle,1,BL3000,1      001 - Matriz
01-gabrielle,1,btb010aa,1      001 - Matriz
01-gabrielle,1,btb100aa,1      001 - Matriz
01-gabrielle,1,cc0504,1      001 - Matriz
01-gabrielle,1,cc0504a,1      001 - Matriz
01-gabrielle,1,cc0504b,1      001 - Matriz
01-gabrielle,1,cc0504c,1      001 - Matriz
01-gabrielle,1,cc0504d,1      001 - Matriz
01-gabrielle,1,cd0030,1      001 - Matriz
01-gabrielle,1,cd0181,1      001 - Matriz
01-gabrielle,1,cd0182,1      001 - Matriz
01-gabrielle,1,cd0330,1      001 - Matriz
01-gabrielle,1,CD0999,1      001 - Matriz
01-gabrielle,1,ce0206,1      001 - Matriz
01-gabrielle,1,ce0419,1      001 - Matriz
01-gabrielle,1,crm3001,1      001 - Matriz
01-gabrielle,1,ecd1017,1      001 - Matriz
01-gabrielle,1,ees3001,1      001 - Matriz
01-gabrielle,1,esacr3012,1      001 - Matriz
01-gabrielle,1,eslf003,1      001 - Matriz
01-gabrielle,1,espd4050,1      001 - Matriz
01-gabrielle,1,html-for.forecast,1      001 - Matriz
01-gabrielle,1,html-rmf.recMuniFix,1      001 - Matriz
01-gabrielle,1,spre102,1      001 - Matriz
01-gabrielle,1,Z01UN006,1      001 - Matriz
01-gabrielle,1,z02un007,1      001 - Matriz
01-galletti,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-galletti,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-galletti,1,bas_pais,1      001 - Matriz
01-galletti,1,bas_palavra_chave,1      001 - Matriz
01-galletti,1,BL3000,1      001 - Matriz
