Usuario,Cod. Grupo,Programa,Grupo de Usuários e descrição
01-marcos,1,cd0182,1      001 - Matriz
01-marcos,1,cd0330,1      001 - Matriz
01-marcos,1,CD0999,1      001 - Matriz
01-marcos,1,ce0206,1      001 - Matriz
01-marcos,1,ce0419,1      001 - Matriz
01-marcos,1,crm3001,1      001 - Matriz
01-marcos,1,ecd1017,1      001 - Matriz
01-marcos,1,ees3001,1      001 - Matriz
01-marcos,1,esacr3012,1      001 - Matriz
01-marcos,1,eslf003,1      001 - Matriz
01-marcos,1,espd4050,1      001 - Matriz
01-marcos,1,html-for.forecast,1      001 - Matriz
01-marcos,1,html-rmf.recMuniFix,1      001 - Matriz
01-marcos,1,spre102,1      001 - Matriz
01-marcos,1,Z01UN006,1      001 - Matriz
01-marcos,1,z02un007,1      001 - Matriz
01-marislane,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-marislane,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-marislane,1,bas_pais,1      001 - Matriz
01-marislane,1,bas_palavra_chave,1      001 - Matriz
01-marislane,1,BL3000,1      001 - Matriz
01-marislane,1,btb010aa,1      001 - Matriz
01-marislane,1,btb100aa,1      001 - Matriz
01-marislane,1,cc0504,1      001 - Matriz
01-marislane,1,cc0504a,1      001 - Matriz
01-marislane,1,cc0504b,1      001 - Matriz
01-marislane,1,cc0504c,1      001 - Matriz
01-marislane,1,cc0504d,1      001 - Matriz
01-marislane,1,cd0030,1      001 - Matriz
01-marislane,1,cd0181,1      001 - Matriz
01-marislane,1,cd0182,1      001 - Matriz
01-marislane,1,cd0330,1      001 - Matriz
01-marislane,1,CD0999,1      001 - Matriz
01-marislane,1,ce0206,1      001 - Matriz
01-marislane,1,ce0419,1      001 - Matriz
01-marislane,1,crm3001,1      001 - Matriz
01-marislane,1,ecd1017,1      001 - Matriz
01-marislane,1,ees3001,1      001 - Matriz
01-marislane,1,esacr3012,1      001 - Matriz
01-marislane,1,eslf003,1      001 - Matriz
01-marislane,1,espd4050,1      001 - Matriz
01-marislane,1,html-for.forecast,1      001 - Matriz
01-marislane,1,html-rmf.recMuniFix,1      001 - Matriz
01-marislane,1,spre102,1      001 - Matriz
01-marislane,1,Z01UN006,1      001 - Matriz
01-marislane,1,z02un007,1      001 - Matriz
01-mariza,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-mariza,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-mariza,1,bas_pais,1      001 - Matriz
01-mariza,1,bas_palavra_chave,1      001 - Matriz
01-mariza,1,BL3000,1      001 - Matriz
01-mariza,1,btb010aa,1      001 - Matriz
01-mariza,1,btb100aa,1      001 - Matriz
01-mariza,1,cc0504,1      001 - Matriz
01-mariza,1,cc0504a,1      001 - Matriz
01-mariza,1,cc0504b,1      001 - Matriz
01-mariza,1,cc0504c,1      001 - Matriz
01-mariza,1,cc0504d,1      001 - Matriz
01-mariza,1,cd0030,1      001 - Matriz
01-mariza,1,cd0181,1      001 - Matriz
01-mariza,1,cd0182,1      001 - Matriz
01-mariza,1,cd0330,1      001 - Matriz
01-mariza,1,CD0999,1      001 - Matriz
01-mariza,1,ce0206,1      001 - Matriz
01-mariza,1,ce0419,1      001 - Matriz
01-mariza,1,crm3001,1      001 - Matriz
01-mariza,1,ecd1017,1      001 - Matriz
01-mariza,1,ees3001,1      001 - Matriz
01-mariza,1,esacr3012,1      001 - Matriz
01-mariza,1,eslf003,1      001 - Matriz
01-mariza,1,espd4050,1      001 - Matriz
01-mariza,1,html-for.forecast,1      001 - Matriz
01-mariza,1,html-rmf.recMuniFix,1      001 - Matriz
01-mariza,1,spre102,1      001 - Matriz
01-mariza,1,Z01UN006,1      001 - Matriz
01-mariza,1,z02un007,1      001 - Matriz
01-mateus,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-mateus,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-mateus,1,bas_pais,1      001 - Matriz
01-mateus,1,bas_palavra_chave,1      001 - Matriz
01-mateus,1,BL3000,1      001 - Matriz
01-mateus,1,btb010aa,1      001 - Matriz
01-mateus,1,btb100aa,1      001 - Matriz
01-mateus,1,cc0504,1      001 - Matriz
01-mateus,1,cc0504a,1      001 - Matriz
01-mateus,1,cc0504b,1      001 - Matriz
01-mateus,1,cc0504c,1      001 - Matriz
01-mateus,1,cc0504d,1      001 - Matriz
01-mateus,1,cd0030,1      001 - Matriz
01-mateus,1,cd0181,1      001 - Matriz
01-mateus,1,cd0182,1      001 - Matriz
01-mateus,1,cd0330,1      001 - Matriz
01-mateus,1,CD0999,1      001 - Matriz
01-mateus,1,ce0206,1      001 - Matriz
01-mateus,1,ce0419,1      001 - Matriz
01-mateus,1,crm3001,1      001 - Matriz
01-mateus,1,ecd1017,1      001 - Matriz
01-mateus,1,ees3001,1      001 - Matriz
01-mateus,1,esacr3012,1      001 - Matriz
01-mateus,1,eslf003,1      001 - Matriz
01-mateus,1,espd4050,1      001 - Matriz
01-mateus,1,html-for.forecast,1      001 - Matriz
01-mateus,1,html-rmf.recMuniFix,1      001 - Matriz
01-mateus,1,spre102,1      001 - Matriz
01-mateus,1,Z01UN006,1      001 - Matriz
01-mateus,1,z02un007,1      001 - Matriz
01-MAURA,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-MAURA,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-MAURA,1,bas_pais,1      001 - Matriz
01-MAURA,1,bas_palavra_chave,1      001 - Matriz
01-MAURA,1,BL3000,1      001 - Matriz
01-MAURA,1,btb010aa,1      001 - Matriz
01-MAURA,1,btb100aa,1      001 - Matriz
01-MAURA,1,cc0504,1      001 - Matriz
01-MAURA,1,cc0504a,1      001 - Matriz
01-MAURA,1,cc0504b,1      001 - Matriz
01-MAURA,1,cc0504c,1      001 - Matriz
01-MAURA,1,cc0504d,1      001 - Matriz
01-MAURA,1,cd0030,1      001 - Matriz
01-MAURA,1,cd0181,1      001 - Matriz
01-MAURA,1,cd0182,1      001 - Matriz
01-MAURA,1,cd0330,1      001 - Matriz
01-MAURA,1,CD0999,1      001 - Matriz
01-MAURA,1,ce0206,1      001 - Matriz
01-MAURA,1,ce0419,1      001 - Matriz
01-MAURA,1,crm3001,1      001 - Matriz
01-MAURA,1,ecd1017,1      001 - Matriz
01-MAURA,1,ees3001,1      001 - Matriz
01-MAURA,1,esacr3012,1      001 - Matriz
01-MAURA,1,eslf003,1      001 - Matriz
01-MAURA,1,espd4050,1      001 - Matriz
01-MAURA,1,html-for.forecast,1      001 - Matriz
01-MAURA,1,html-rmf.recMuniFix,1      001 - Matriz
01-MAURA,1,spre102,1      001 - Matriz
01-MAURA,1,Z01UN006,1      001 - Matriz
01-MAURA,1,z02un007,1      001 - Matriz
01-mayara,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-mayara,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-mayara,1,bas_pais,1      001 - Matriz
01-mayara,1,bas_palavra_chave,1      001 - Matriz
01-mayara,1,BL3000,1      001 - Matriz
01-mayara,1,btb010aa,1      001 - Matriz
01-mayara,1,btb100aa,1      001 - Matriz
01-mayara,1,cc0504,1      001 - Matriz
01-mayara,1,cc0504a,1      001 - Matriz
01-mayara,1,cc0504b,1      001 - Matriz
01-mayara,1,cc0504c,1      001 - Matriz
01-mayara,1,cc0504d,1      001 - Matriz
01-mayara,1,cd0030,1      001 - Matriz
01-mayara,1,cd0181,1      001 - Matriz
01-mayara,1,cd0182,1      001 - Matriz
01-mayara,1,cd0330,1      001 - Matriz
01-mayara,1,CD0999,1      001 - Matriz
01-mayara,1,ce0206,1      001 - Matriz
01-mayara,1,ce0419,1      001 - Matriz
01-mayara,1,crm3001,1      001 - Matriz
01-mayara,1,ecd1017,1      001 - Matriz
01-mayara,1,ees3001,1      001 - Matriz
01-mayara,1,esacr3012,1      001 - Matriz
01-mayara,1,eslf003,1      001 - Matriz
01-mayara,1,espd4050,1      001 - Matriz
01-mayara,1,html-for.forecast,1      001 - Matriz
01-mayara,1,html-rmf.recMuniFix,1      001 - Matriz
01-mayara,1,spre102,1      001 - Matriz
01-mayara,1,Z01UN006,1      001 - Matriz
01-mayara,1,z02un007,1      001 - Matriz
01-meire,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-meire,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-meire,1,bas_pais,1      001 - Matriz
01-meire,1,bas_palavra_chave,1      001 - Matriz
01-meire,1,BL3000,1      001 - Matriz
01-meire,1,btb010aa,1      001 - Matriz
01-meire,1,btb100aa,1      001 - Matriz
01-meire,1,cc0504,1      001 - Matriz
01-meire,1,cc0504a,1      001 - Matriz
01-meire,1,cc0504b,1      001 - Matriz
01-meire,1,cc0504c,1      001 - Matriz
01-meire,1,cc0504d,1      001 - Matriz
01-meire,1,cd0030,1      001 - Matriz
01-meire,1,cd0181,1      001 - Matriz
01-meire,1,cd0182,1      001 - Matriz
01-meire,1,cd0330,1      001 - Matriz
01-meire,1,CD0999,1      001 - Matriz
01-meire,1,ce0206,1      001 - Matriz
01-meire,1,ce0419,1      001 - Matriz
01-meire,1,crm3001,1      001 - Matriz
01-meire,1,ecd1017,1      001 - Matriz
01-meire,1,ees3001,1      001 - Matriz
01-meire,1,esacr3012,1      001 - Matriz
01-meire,1,eslf003,1      001 - Matriz
01-meire,1,espd4050,1      001 - Matriz
01-meire,1,html-for.forecast,1      001 - Matriz
01-meire,1,html-rmf.recMuniFix,1      001 - Matriz
01-meire,1,spre102,1      001 - Matriz
01-meire,1,Z01UN006,1      001 - Matriz
01-meire,1,z02un007,1      001 - Matriz
01-mendes,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-mendes,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-mendes,1,bas_pais,1      001 - Matriz
01-mendes,1,bas_palavra_chave,1      001 - Matriz
01-mendes,1,BL3000,1      001 - Matriz
01-mendes,1,btb010aa,1      001 - Matriz
01-mendes,1,btb100aa,1      001 - Matriz
01-mendes,1,cc0504,1      001 - Matriz
01-mendes,1,cc0504a,1      001 - Matriz
01-mendes,1,cc0504b,1      001 - Matriz
01-mendes,1,cc0504c,1      001 - Matriz
01-mendes,1,cc0504d,1      001 - Matriz
01-mendes,1,cd0030,1      001 - Matriz
01-mendes,1,cd0181,1      001 - Matriz
01-mendes,1,cd0182,1      001 - Matriz
01-mendes,1,cd0330,1      001 - Matriz
01-mendes,1,CD0999,1      001 - Matriz
01-mendes,1,ce0206,1      001 - Matriz
01-mendes,1,ce0419,1      001 - Matriz
01-mendes,1,crm3001,1      001 - Matriz
01-mendes,1,ecd1017,1      001 - Matriz
01-mendes,1,ees3001,1      001 - Matriz
01-mendes,1,esacr3012,1      001 - Matriz
01-mendes,1,eslf003,1      001 - Matriz
01-mendes,1,espd4050,1      001 - Matriz
01-mendes,1,html-for.forecast,1      001 - Matriz
01-mendes,1,html-rmf.recMuniFix,1      001 - Matriz
01-mendes,1,spre102,1      001 - Matriz
01-mendes,1,Z01UN006,1      001 - Matriz
01-mendes,1,z02un007,1      001 - Matriz
01-michelle,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-michelle,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-michelle,1,bas_pais,1      001 - Matriz
01-michelle,1,bas_palavra_chave,1      001 - Matriz
01-michelle,1,BL3000,1      001 - Matriz
01-michelle,1,btb010aa,1      001 - Matriz
01-michelle,1,btb100aa,1      001 - Matriz
01-michelle,1,cc0504,1      001 - Matriz
01-michelle,1,cc0504a,1      001 - Matriz
01-michelle,1,cc0504b,1      001 - Matriz
01-michelle,1,cc0504c,1      001 - Matriz
01-michelle,1,cc0504d,1      001 - Matriz
01-michelle,1,cd0030,1      001 - Matriz
01-michelle,1,cd0181,1      001 - Matriz
01-michelle,1,cd0182,1      001 - Matriz
01-michelle,1,cd0330,1      001 - Matriz
01-michelle,1,CD0999,1      001 - Matriz
01-michelle,1,ce0206,1      001 - Matriz
01-michelle,1,ce0419,1      001 - Matriz
01-michelle,1,crm3001,1      001 - Matriz
01-michelle,1,ecd1017,1      001 - Matriz
01-michelle,1,ees3001,1      001 - Matriz
01-michelle,1,esacr3012,1      001 - Matriz
01-michelle,1,eslf003,1      001 - Matriz
01-michelle,1,espd4050,1      001 - Matriz
01-michelle,1,html-for.forecast,1      001 - Matriz
01-michelle,1,html-rmf.recMuniFix,1      001 - Matriz
01-michelle,1,spre102,1      001 - Matriz
01-michelle,1,Z01UN006,1      001 - Matriz
01-michelle,1,z02un007,1      001 - Matriz
01-milton,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-milton,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-milton,1,bas_pais,1      001 - Matriz
01-milton,1,bas_palavra_chave,1      001 - Matriz
01-milton,1,BL3000,1      001 - Matriz
01-milton,1,btb010aa,1      001 - Matriz
01-milton,1,btb100aa,1      001 - Matriz
01-milton,1,cc0504,1      001 - Matriz
01-milton,1,cc0504a,1      001 - Matriz
01-milton,1,cc0504b,1      001 - Matriz
01-milton,1,cc0504c,1      001 - Matriz
01-milton,1,cc0504d,1      001 - Matriz
01-milton,1,cd0030,1      001 - Matriz
01-milton,1,cd0181,1      001 - Matriz
01-milton,1,cd0182,1      001 - Matriz
01-milton,1,cd0330,1      001 - Matriz
01-milton,1,CD0999,1      001 - Matriz
01-milton,1,ce0206,1      001 - Matriz
01-milton,1,ce0419,1      001 - Matriz
01-milton,1,crm3001,1      001 - Matriz
01-milton,1,ecd1017,1      001 - Matriz
01-milton,1,ees3001,1      001 - Matriz
01-milton,1,esacr3012,1      001 - Matriz
01-milton,1,eslf003,1      001 - Matriz
01-milton,1,espd4050,1      001 - Matriz
01-milton,1,html-for.forecast,1      001 - Matriz
01-milton,1,html-rmf.recMuniFix,1      001 - Matriz
01-milton,1,spre102,1      001 - Matriz
01-milton,1,Z01UN006,1      001 - Matriz
01-milton,1,z02un007,1      001 - Matriz
01-MIRIAN,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-MIRIAN,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-MIRIAN,1,bas_pais,1      001 - Matriz
01-MIRIAN,1,bas_palavra_chave,1      001 - Matriz
01-MIRIAN,1,BL3000,1      001 - Matriz
01-MIRIAN,1,btb010aa,1      001 - Matriz
01-MIRIAN,1,btb100aa,1      001 - Matriz
01-MIRIAN,1,cc0504,1      001 - Matriz
01-MIRIAN,1,cc0504a,1      001 - Matriz
01-MIRIAN,1,cc0504b,1      001 - Matriz
01-MIRIAN,1,cc0504c,1      001 - Matriz
01-MIRIAN,1,cc0504d,1      001 - Matriz
01-MIRIAN,1,cd0030,1      001 - Matriz
01-MIRIAN,1,cd0181,1      001 - Matriz
01-MIRIAN,1,cd0182,1      001 - Matriz
01-MIRIAN,1,cd0330,1      001 - Matriz
01-MIRIAN,1,CD0999,1      001 - Matriz
01-MIRIAN,1,ce0206,1      001 - Matriz
01-MIRIAN,1,ce0419,1      001 - Matriz
01-MIRIAN,1,crm3001,1      001 - Matriz
01-MIRIAN,1,ecd1017,1      001 - Matriz
01-MIRIAN,1,ees3001,1      001 - Matriz
01-MIRIAN,1,esacr3012,1      001 - Matriz
01-MIRIAN,1,eslf003,1      001 - Matriz
01-MIRIAN,1,espd4050,1      001 - Matriz
01-MIRIAN,1,html-for.forecast,1      001 - Matriz
01-MIRIAN,1,html-rmf.recMuniFix,1      001 - Matriz
01-MIRIAN,1,spre102,1      001 - Matriz
01-MIRIAN,1,Z01UN006,1      001 - Matriz
01-MIRIAN,1,z02un007,1      001 - Matriz
01-montes,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-montes,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-montes,1,bas_pais,1      001 - Matriz
01-montes,1,bas_palavra_chave,1      001 - Matriz
01-montes,1,BL3000,1      001 - Matriz
01-montes,1,btb010aa,1      001 - Matriz
01-montes,1,btb100aa,1      001 - Matriz
01-montes,1,cc0504,1      001 - Matriz
01-montes,1,cc0504a,1      001 - Matriz
01-montes,1,cc0504b,1      001 - Matriz
01-montes,1,cc0504c,1      001 - Matriz
01-montes,1,cc0504d,1      001 - Matriz
01-montes,1,cd0030,1      001 - Matriz
01-montes,1,cd0181,1      001 - Matriz
01-montes,1,cd0182,1      001 - Matriz
01-montes,1,cd0330,1      001 - Matriz
01-montes,1,CD0999,1      001 - Matriz
01-montes,1,ce0206,1      001 - Matriz
01-montes,1,ce0419,1      001 - Matriz
01-montes,1,crm3001,1      001 - Matriz
01-montes,1,ecd1017,1      001 - Matriz
01-montes,1,ees3001,1      001 - Matriz
01-montes,1,esacr3012,1      001 - Matriz
01-montes,1,eslf003,1      001 - Matriz
01-montes,1,espd4050,1      001 - Matriz
01-montes,1,html-for.forecast,1      001 - Matriz
01-montes,1,html-rmf.recMuniFix,1      001 - Matriz
01-montes,1,spre102,1      001 - Matriz
01-montes,1,Z01UN006,1      001 - Matriz
01-montes,1,z02un007,1      001 - Matriz
01-morais,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-morais,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-morais,1,bas_pais,1      001 - Matriz
01-morais,1,bas_palavra_chave,1      001 - Matriz
01-morais,1,BL3000,1      001 - Matriz
01-morais,1,btb010aa,1      001 - Matriz
01-morais,1,btb100aa,1      001 - Matriz
01-morais,1,cc0504,1      001 - Matriz
01-morais,1,cc0504a,1      001 - Matriz
01-morais,1,cc0504b,1      001 - Matriz
01-morais,1,cc0504c,1      001 - Matriz
01-morais,1,cc0504d,1      001 - Matriz
01-morais,1,cd0030,1      001 - Matriz
01-morais,1,cd0181,1      001 - Matriz
01-morais,1,cd0182,1      001 - Matriz
01-morais,1,cd0330,1      001 - Matriz
01-morais,1,CD0999,1      001 - Matriz
01-morais,1,ce0206,1      001 - Matriz
01-morais,1,ce0419,1      001 - Matriz
01-morais,1,crm3001,1      001 - Matriz
01-morais,1,ecd1017,1      001 - Matriz
01-morais,1,ees3001,1      001 - Matriz
01-morais,1,esacr3012,1      001 - Matriz
01-morais,1,eslf003,1      001 - Matriz
01-morais,1,espd4050,1      001 - Matriz
01-morais,1,html-for.forecast,1      001 - Matriz
01-morais,1,html-rmf.recMuniFix,1      001 - Matriz
01-morais,1,spre102,1      001 - Matriz
01-morais,1,Z01UN006,1      001 - Matriz
01-morais,1,z02un007,1      001 - Matriz
01-moreira,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-moreira,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-moreira,1,bas_pais,1      001 - Matriz
01-moreira,1,bas_palavra_chave,1      001 - Matriz
01-moreira,1,BL3000,1      001 - Matriz
01-moreira,1,btb010aa,1      001 - Matriz
01-moreira,1,btb100aa,1      001 - Matriz
01-moreira,1,cc0504,1      001 - Matriz
01-moreira,1,cc0504a,1      001 - Matriz
01-moreira,1,cc0504b,1      001 - Matriz
01-moreira,1,cc0504c,1      001 - Matriz
01-moreira,1,cc0504d,1      001 - Matriz
01-moreira,1,cd0030,1      001 - Matriz
01-moreira,1,cd0181,1      001 - Matriz
01-moreira,1,cd0182,1      001 - Matriz
01-moreira,1,cd0330,1      001 - Matriz
01-moreira,1,CD0999,1      001 - Matriz
01-moreira,1,ce0206,1      001 - Matriz
01-moreira,1,ce0419,1      001 - Matriz
01-moreira,1,crm3001,1      001 - Matriz
01-moreira,1,ecd1017,1      001 - Matriz
01-moreira,1,ees3001,1      001 - Matriz
01-moreira,1,esacr3012,1      001 - Matriz
01-moreira,1,eslf003,1      001 - Matriz
01-moreira,1,espd4050,1      001 - Matriz
01-moreira,1,html-for.forecast,1      001 - Matriz
01-moreira,1,html-rmf.recMuniFix,1      001 - Matriz
01-moreira,1,spre102,1      001 - Matriz
01-moreira,1,Z01UN006,1      001 - Matriz
01-moreira,1,z02un007,1      001 - Matriz
01-MUNHOZ,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-MUNHOZ,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-MUNHOZ,1,bas_pais,1      001 - Matriz
01-MUNHOZ,1,bas_palavra_chave,1      001 - Matriz
01-MUNHOZ,1,BL3000,1      001 - Matriz
01-MUNHOZ,1,btb010aa,1      001 - Matriz
01-MUNHOZ,1,btb100aa,1      001 - Matriz
01-MUNHOZ,1,cc0504,1      001 - Matriz
01-MUNHOZ,1,cc0504a,1      001 - Matriz
01-MUNHOZ,1,cc0504b,1      001 - Matriz
01-MUNHOZ,1,cc0504c,1      001 - Matriz
01-MUNHOZ,1,cc0504d,1      001 - Matriz
01-MUNHOZ,1,cd0030,1      001 - Matriz
01-MUNHOZ,1,cd0181,1      001 - Matriz
01-MUNHOZ,1,cd0182,1      001 - Matriz
01-MUNHOZ,1,cd0330,1      001 - Matriz
01-MUNHOZ,1,CD0999,1      001 - Matriz
01-MUNHOZ,1,ce0206,1      001 - Matriz
01-MUNHOZ,1,ce0419,1      001 - Matriz
01-MUNHOZ,1,crm3001,1      001 - Matriz
01-MUNHOZ,1,ecd1017,1      001 - Matriz
01-MUNHOZ,1,ees3001,1      001 - Matriz
01-MUNHOZ,1,esacr3012,1      001 - Matriz
01-MUNHOZ,1,eslf003,1      001 - Matriz
01-MUNHOZ,1,espd4050,1      001 - Matriz
01-MUNHOZ,1,html-for.forecast,1      001 - Matriz
01-MUNHOZ,1,html-rmf.recMuniFix,1      001 - Matriz
01-MUNHOZ,1,spre102,1      001 - Matriz
01-MUNHOZ,1,Z01UN006,1      001 - Matriz
01-MUNHOZ,1,z02un007,1      001 - Matriz
01-muniky,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-muniky,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-muniky,1,bas_pais,1      001 - Matriz
01-muniky,1,bas_palavra_chave,1      001 - Matriz
01-muniky,1,BL3000,1      001 - Matriz
01-muniky,1,btb010aa,1      001 - Matriz
01-muniky,1,btb100aa,1      001 - Matriz
01-muniky,1,cc0504,1      001 - Matriz
01-muniky,1,cc0504a,1      001 - Matriz
01-muniky,1,cc0504b,1      001 - Matriz
01-muniky,1,cc0504c,1      001 - Matriz
01-muniky,1,cc0504d,1      001 - Matriz
01-muniky,1,cd0030,1      001 - Matriz
01-muniky,1,cd0181,1      001 - Matriz
01-muniky,1,cd0182,1      001 - Matriz
01-muniky,1,cd0330,1      001 - Matriz
01-muniky,1,CD0999,1      001 - Matriz
01-muniky,1,ce0206,1      001 - Matriz
01-muniky,1,ce0419,1      001 - Matriz
01-muniky,1,crm3001,1      001 - Matriz
01-muniky,1,ecd1017,1      001 - Matriz
01-muniky,1,ees3001,1      001 - Matriz
01-muniky,1,esacr3012,1      001 - Matriz
01-muniky,1,eslf003,1      001 - Matriz
01-muniky,1,espd4050,1      001 - Matriz
01-muniky,1,html-for.forecast,1      001 - Matriz
01-muniky,1,html-rmf.recMuniFix,1      001 - Matriz
01-muniky,1,spre102,1      001 - Matriz
01-muniky,1,Z01UN006,1      001 - Matriz
01-muniky,1,z02un007,1      001 - Matriz
01-nadia,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-nadia,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-nadia,1,bas_pais,1      001 - Matriz
01-nadia,1,bas_palavra_chave,1      001 - Matriz
01-nadia,1,BL3000,1      001 - Matriz
01-nadia,1,btb010aa,1      001 - Matriz
01-nadia,1,btb100aa,1      001 - Matriz
01-nadia,1,cc0504,1      001 - Matriz
01-nadia,1,cc0504a,1      001 - Matriz
01-nadia,1,cc0504b,1      001 - Matriz
01-nadia,1,cc0504c,1      001 - Matriz
01-nadia,1,cc0504d,1      001 - Matriz
01-nadia,1,cd0030,1      001 - Matriz
01-nadia,1,cd0181,1      001 - Matriz
01-nadia,1,cd0182,1      001 - Matriz
01-nadia,1,cd0330,1      001 - Matriz
01-nadia,1,CD0999,1      001 - Matriz
01-nadia,1,ce0206,1      001 - Matriz
01-nadia,1,ce0419,1      001 - Matriz
01-nadia,1,crm3001,1      001 - Matriz
01-nadia,1,ecd1017,1      001 - Matriz
01-nadia,1,ees3001,1      001 - Matriz
01-nadia,1,esacr3012,1      001 - Matriz
01-nadia,1,eslf003,1      001 - Matriz
01-nadia,1,espd4050,1      001 - Matriz
01-nadia,1,html-for.forecast,1      001 - Matriz
01-nadia,1,html-rmf.recMuniFix,1      001 - Matriz
01-nadia,1,spre102,1      001 - Matriz
01-nadia,1,Z01UN006,1      001 - Matriz
01-nadia,1,z02un007,1      001 - Matriz
01-nathalie,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-nathalie,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-nathalie,1,bas_pais,1      001 - Matriz
01-nathalie,1,bas_palavra_chave,1      001 - Matriz
01-nathalie,1,BL3000,1      001 - Matriz
01-nathalie,1,btb010aa,1      001 - Matriz
01-nathalie,1,btb100aa,1      001 - Matriz
01-nathalie,1,cc0504,1      001 - Matriz
01-nathalie,1,cc0504a,1      001 - Matriz
01-nathalie,1,cc0504b,1      001 - Matriz
01-nathalie,1,cc0504c,1      001 - Matriz
01-nathalie,1,cc0504d,1      001 - Matriz
01-nathalie,1,cd0030,1      001 - Matriz
01-nathalie,1,cd0181,1      001 - Matriz
01-nathalie,1,cd0182,1      001 - Matriz
01-nathalie,1,cd0330,1      001 - Matriz
01-nathalie,1,CD0999,1      001 - Matriz
01-nathalie,1,ce0206,1      001 - Matriz
01-nathalie,1,ce0419,1      001 - Matriz
01-nathalie,1,crm3001,1      001 - Matriz
01-nathalie,1,ecd1017,1      001 - Matriz
01-nathalie,1,ees3001,1      001 - Matriz
01-nathalie,1,esacr3012,1      001 - Matriz
01-nathalie,1,eslf003,1      001 - Matriz
01-nathalie,1,espd4050,1      001 - Matriz
01-nathalie,1,html-for.forecast,1      001 - Matriz
01-nathalie,1,html-rmf.recMuniFix,1      001 - Matriz
01-nathalie,1,spre102,1      001 - Matriz
01-nathalie,1,Z01UN006,1      001 - Matriz
01-nathalie,1,z02un007,1      001 - Matriz
01-nayra,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-nayra,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-nayra,1,bas_pais,1      001 - Matriz
01-nayra,1,bas_palavra_chave,1      001 - Matriz
01-nayra,1,BL3000,1      001 - Matriz
01-nayra,1,btb010aa,1      001 - Matriz
01-nayra,1,btb100aa,1      001 - Matriz
01-nayra,1,cc0504,1      001 - Matriz
01-nayra,1,cc0504a,1      001 - Matriz
01-nayra,1,cc0504b,1      001 - Matriz
01-nayra,1,cc0504c,1      001 - Matriz
01-nayra,1,cc0504d,1      001 - Matriz
01-nayra,1,cd0030,1      001 - Matriz
01-nayra,1,cd0181,1      001 - Matriz
01-nayra,1,cd0182,1      001 - Matriz
01-nayra,1,cd0330,1      001 - Matriz
01-nayra,1,CD0999,1      001 - Matriz
01-nayra,1,ce0206,1      001 - Matriz
01-nayra,1,ce0419,1      001 - Matriz
01-nayra,1,crm3001,1      001 - Matriz
01-nayra,1,ecd1017,1      001 - Matriz
01-nayra,1,ees3001,1      001 - Matriz
01-nayra,1,esacr3012,1      001 - Matriz
01-nayra,1,eslf003,1      001 - Matriz
01-nayra,1,espd4050,1      001 - Matriz
01-nayra,1,html-for.forecast,1      001 - Matriz
01-nayra,1,html-rmf.recMuniFix,1      001 - Matriz
01-nayra,1,spre102,1      001 - Matriz
01-nayra,1,Z01UN006,1      001 - Matriz
01-nayra,1,z02un007,1      001 - Matriz
01-nicole,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-nicole,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-nicole,1,bas_pais,1      001 - Matriz
